fecha,Price,Open,High,Low,Vol.,DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,GPRD_MA30,GPRD_MA7,event,GPRC_CHN,GPRC_EGY,GPRC_ISR,GPRC_RUS,GPRC_SAU,GPRC_USA,GPRC_VEN,barcos_panamá,barcos_suez,precioSp,PriceD,OpenSp,OpenD,HighSp,HighD,LowSp,LowD,Vol.SP,Change ,precioDolar,OpenDolar,HighDolar,LowDolar,ChangeDolar,PriceEP,OpenEP,HighEP,LowEP,Vol.EP,ChangeEP,precio_objetivo,fecha_objetivo,Price_lag1,Price_lag2,Pendiente,Alto-Bajo,Bajo-Alto,Price_lag3,media_col1,desv_col1,skew_col1,kurt_col1,cambio_pct,evento_extremo,PrecioEnteroSP,media_sp,desv_sp,skew_sp,kurt_sp,momentum_sp,GPRDCambio,GPRD_extremo,momentum_dolar,momentum_EP,GPRD_Delta,mes,Price_Media_Mes,Price_Media_Mes_Pasado,Vol_WTI,Vol_WTI_extrema,Vol_SP,Vol_SP_extrema,prediccion
2004-01-20,36.2,34.92,36.37,34.92,57.7,20040120.0,982.0,101.198608,127.790337,89.759804,132.977615,93.007309,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,137.5,1.0,137.75,1.0,142.25,1.0,134.0,563.15,-0.04,86.71,87.41,88.01,86.53,-1.08,,,,,,,32.81,2004-01-29,35.07,1.5700000000000003,-1.6300000000000026,1.8999999999999986,-1.8999999999999986,1.1300000000000026,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.032221271742229884,0,1137.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,0.05443431571564683,1,0.6400000000000006,,3.5961679999999916,2004-01,34.224736842105266,34.224736842105266,0.021498974226330587,0,0.0055982424675934,0,36.10905
2004-01-21,34.58,34.79,34.98,34.28,88.52,20040121.0,1124.0,85.466606,88.141586,83.321289,129.926254,91.273621,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,146.0,1.0,137.25,1.0,148.75,1.0,132.75,683.62,0.75,86.36,86.6,86.8,86.08,-0.4,,,,,,,33.05,2004-01-30,36.2,1.2800000000000011,-1.1300000000000026,1.4499999999999957,-1.4499999999999957,-1.6200000000000045,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.04475138121546973,0,1146.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.1554567035151313,1,0.730000000000004,,-34.361008,2004-01,34.224736842105266,34.224736842105266,0.021627697647713898,0,0.0038809588072249513,0,35.941925
2004-01-22,34.93,34.59,34.95,33.75,117.57,20040122.0,1124.0,117.884972,146.902634,102.926292,128.137863,90.996101,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,144.0,1.0,146.0,1.0,149.25,1.0,141.5,556.58,-0.17,85.82,86.23,86.31,85.61,-0.63,,,,,,,34.98,2004-02-02,34.58,-0.21000000000000085,1.6200000000000045,0.6999999999999957,-0.6999999999999957,0.3500000000000014,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.010121457489878694,0,1144.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,0.3793103238474218,1,-0.38000000000000966,,21.910660000000007,2004-01,34.224736842105266,34.224736842105266,0.02165162970314171,0,0.0036902183650418547,0,36.14046
2004-01-23,34.94,34.97,35.25,34.65,100.56,20040123.0,1197.0,105.160889,115.872681,92.046906,125.426247,92.308472,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,140.25,1.0,141.75,1.0,149.25,1.0,135.25,641.86,-0.33,86.56,85.77,86.77,85.48,0.86,,,,,,,34.1,2004-02-03,34.93,0.3399999999999963,-0.3500000000000014,1.2000000000000028,-1.2000000000000028,0.00999999999999801,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.0002862868594331047,0,1140.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.10793642975968143,1,0.9900000000000091,,3.9622810000000044,2004-01,34.224736842105266,34.224736842105266,0.0217602882681572,0,0.004463726834905683,0,35.99887
2004-01-26,34.47,34.79,34.79,34.17,75.62,20040126.0,916.0,97.64119,79.314598,114.269814,121.344627,96.145111,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,154.25,1.0,140.0,1.0,155.0,1.0,138.0,588.07,1.23,87.25,86.73,87.29,86.39,0.8,,,,,,,33.1,2004-02-04,34.94,-0.030000000000001137,-0.00999999999999801,0.6000000000000014,-0.6000000000000014,-0.46999999999999886,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.013451631368059491,0,1154.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.07150661307170958,1,2.1400000000000006,,12.174583999999996,2004-01,34.224736842105266,34.224736842105266,0.02143771689733187,0,0.006703407287703892,0,36.065117
2004-01-27,34.12,34.45,34.98,33.9,85.98,20040127.0,1048.0,129.594727,138.649185,136.673859,121.272789,100.201698,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,142.5,1.0,154.25,1.0,154.75,1.0,142.0,655.55,-1.02,86.28,87.14,87.4,86.16,-1.11,,,,,,,33.08,2004-02-05,34.47,-0.3200000000000003,0.46999999999999886,0.6199999999999974,-0.6199999999999974,-0.3500000000000014,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.010153756890049381,0,1142.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,0.3272546862650898,1,0.730000000000004,,11.709755000000001,2004-01,34.224736842105266,34.224736842105266,0.02105083987649066,0,0.008942463409439412,0,36.07499
2004-01-28,33.62,34.14,34.63,33.35,102.31,20040128.0,1103.0,129.139084,149.699509,94.896774,119.434921,106.440628,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,129.25,1.0,142.25,1.0,148.0,1.0,124.75,821.9,-1.16,86.97,86.28,87.26,86.22,0.8,,,,,,,32.48,2004-02-06,34.12,-0.3300000000000054,0.3500000000000014,1.0799999999999983,-1.0799999999999983,-0.5,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.014654161781946118,0,1129.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.003515906939639657,0,1.4599999999999937,,23.978195,2004-01,34.224736842105266,34.224736842105266,0.021079075303845975,0,0.009493256332495346,0,36.065117
2004-01-29,32.81,33.62,33.8,32.41,112.23,20040129.0,1276.0,142.783096,165.636169,125.20472,117.801682,109.997498,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,130.25,1.0,128.5,1.0,133.75,1.0,120.75,886.22,0.09,87.58,87.39,87.82,86.9,0.7,,,,,,,32.83,2004-02-09,33.62,-0.5200000000000031,0.5,1.2800000000000011,-1.2800000000000011,-0.8099999999999952,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.024092801903628613,0,1130.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,0.10565362226047692,1,1.5499999999999972,,45.141906000000006,2004-01,34.224736842105266,34.224736842105266,0.018502875236591453,0,0.009645254702723484,0,35.855392
2004-01-30,33.05,32.87,33.35,32.71,96.1,20040130.0,1155.0,91.776772,137.241409,47.697037,115.635605,108.08548,nan,0.363897,0.158086,0.4325,0.331086,0.181948,2.693432,0.023862,1079,1362,1.0,130.0,1.0,131.0,1.0,132.25,1.0,126.0,585.39,-0.02,87.2,87.53,87.86,87.07,-0.43,,,,,,,33.87,2004-02-10,32.81,-0.8099999999999952,0.8099999999999952,1.3900000000000006,-1.3900000000000006,0.23999999999999488,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.007314843035659768,0,1130.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.3572294300160014,1,0.6400000000000006,,-37.81795500000001,2004-01,34.224736842105266,34.224736842105266,0.009644115501312387,0,0.009670816431144426,0,35.99887
2004-02-02,34.98,33.2,35.05,32.56,114.74,20040202.0,842.0,184.905792,243.167496,157.026352,108.693466,120.259781,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,134.5,1.0,130.25,1.0,142.25,1.0,126.5,675.58,0.4,87.53,87.14,87.67,87.09,0.38,,,,,,,34.0,2004-02-11,33.05,0.17999999999999972,-0.23999999999999488,0.6400000000000006,-0.6400000000000006,1.9299999999999997,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.0583963691376701,1,1134.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,1.0147340985146003,1,-0.20000000000000284,,55.766707999999994,2004-02,34.5,34.224736842105266,0.011467740085794483,0,0.0070022836851527034,0,36.343426
2004-02-03,34.1,34.85,35.19,34.07,96.81,20040203.0,1076.0,150.851135,153.455917,153.596863,109.222816,123.29641,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,133.0,1.0,134.5,1.0,136.5,1.0,129.5,594.48,-0.13,86.79,87.4,87.5,86.48,-0.85,,,,,,,33.98,2004-02-12,34.98,1.779999999999994,-1.9299999999999997,2.489999999999995,-2.489999999999995,-0.8799999999999955,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.0251572327044024,0,1133.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.1841730138988832,1,0.0800000000000125,,8.068038999999999,2004-02,34.5,34.5,0.02271986749695437,0,0.005900231224272023,0,35.94516
2004-02-04,33.1,34.09,34.45,32.95,103.75,20040204.0,1171.0,161.243683,152.286987,174.067703,111.179871,127.882782,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,124.0,1.0,133.0,1.0,133.5,1.0,122.0,771.93,-0.79,86.84,86.79,87.1,86.7,0.06,,,,,,,34.56,2004-02-13,34.1,-0.75,0.8799999999999955,1.1199999999999974,-1.1199999999999974,-1.0,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.029325513196480912,0,1124.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,0.06889273985243793,1,0.480000000000004,,69.46691100000001,2004-02,34.5,34.5,0.023633432716346173,0,0.004395232522958997,0,35.94516
2004-02-05,33.08,33.19,33.3,32.2,114.24,20040205.0,1227.0,116.088364,134.570953,103.265831,110.770493,124.069252,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,126.5,1.0,123.75,1.0,130.25,1.0,122.5,579.92,0.22,86.9,86.84,86.94,86.3,0.07,,,,,,,35.19,2004-02-17,33.1,-0.990000000000002,1.0,1.5,-1.5,-0.020000000000003126,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.0006042296072508169,0,1126.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.28004395682279226,1,1.0800000000000125,,-68.81742799999999,2004-02,34.5,34.5,0.025067913894796876,0,0.004570286254822229,0,36.233246
2004-02-06,32.48,33.11,33.44,32.32,85.11,20040206.0,1134.0,140.214508,128.134338,160.315048,110.492317,130.988922,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,139.0,1.0,126.75,1.0,142.0,1.0,125.0,646.6,1.11,86.02,86.75,87.09,85.84,-1.01,,,,,,,35.45,2004-02-18,33.08,-0.10999999999999943,0.020000000000003126,1.0999999999999943,-1.0999999999999943,-0.6000000000000014,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.01813784764207982,0,1139.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,0.20782568699133352,1,-0.5400000000000063,,-10.636627000000004,2004-02,34.5,34.5,0.025027847320576967,0,0.006997542941822655,0,36.11615
2004-02-09,32.83,32.35,32.95,32.25,73.77,20040209.0,894.0,133.391983,140.369247,135.56842,108.683022,129.790695,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,140.0,1.0,139.25,1.0,143.75,1.0,137.75,472.03,0.09,86.0,86.26,86.37,85.62,-0.02,,,,,,,36.0,2004-02-19,32.48,-0.6300000000000026,0.6000000000000014,1.1199999999999974,-1.1199999999999974,0.3500000000000014,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.010775862068965525,0,1140.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.048657767996447165,0,-1.25,,-27.851699999999994,2004-02,34.5,34.5,0.02584504570655868,0,0.006870719357042068,0,36.233246
2004-02-10,33.87,32.9,34.28,32.82,100.0,20040210.0,1107.0,125.680077,131.259567,159.248642,110.661652,126.194832,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,143.25,1.0,140.25,1.0,146.75,1.0,137.5,506.46,0.29,85.84,85.98,86.01,85.42,-0.19,,,,,,,35.6,2004-02-20,32.83,0.4799999999999969,-0.3500000000000014,0.7000000000000028,-0.7000000000000028,1.0399999999999991,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.03167834297898264,0,1143.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.05781386427098856,1,-0.4399999999999977,,9.591712999999999,2004-02,34.5,34.5,0.02677134312055152,0,0.006772919101303097,0,36.343426
2004-02-11,34.0,34.0,34.4,33.3,100.72,20040211.0,1125.0,126.613701,152.642929,102.834808,112.420151,121.247696,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,155.25,1.0,143.25,1.0,158.75,1.0,141.25,735.27,1.05,85.2,85.97,86.13,85.09,-0.75,,,,,,,34.35,2004-02-23,33.87,0.9699999999999989,-1.0399999999999991,1.4600000000000009,-1.4600000000000009,0.13000000000000256,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.0038382049010925456,0,1155.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,0.0074285759707166665,0,-1.769999999999996,,-13.600806999999989,2004-02,34.5,34.5,0.028070039640958267,0,0.00488349805348666,0,36.233246
2004-02-12,33.98,34.0,34.25,33.65,86.63,20040212.0,1282.0,93.020622,77.27858,90.24115,110.617874,117.952301,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,151.0,1.0,155.25,1.0,157.5,1.0,150.5,447.64,-0.37,85.29,85.09,85.34,85.01,0.11,,,,,,,34.58,2004-02-24,34.0,0.0,-0.13000000000000256,1.1000000000000014,-1.1000000000000014,-0.020000000000003126,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.0005882352941177782,0,1151.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.265319461753985,1,-2.289999999999992,,-40.37136100000001,2004-02,34.5,34.5,0.028015212665223735,0,0.006365013158523912,0,36.233246
2004-02-13,34.56,33.96,34.65,33.95,85.62,20040213.0,1169.0,121.848083,118.648071,117.814537,111.426056,115.328529,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,145.75,1.0,151.5,1.0,156.75,1.0,142.0,534.26,-0.46,85.56,85.17,85.69,84.74,0.32,,,,,,,35.68,2004-02-25,33.98,-0.020000000000003126,0.020000000000003126,0.6000000000000014,-0.6000000000000014,0.5800000000000054,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.017068864037669274,0,1145.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,0.3099039802163439,1,-1.6400000000000006,,-3.8319939999999946,2004-02,34.5,34.5,0.02083844091380302,0,0.0060466359286981165,0,36.233246
2004-02-17,35.19,34.48,35.25,34.25,97.17,20040217.0,1009.0,91.924576,91.641624,103.737503,112.174026,103.847458,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,156.5,1.0,145.5,1.0,158.75,1.0,145.25,472.65,0.94,85.02,85.11,85.48,84.8,-0.53,,,,,,,35.51,2004-02-26,34.56,0.6000000000000014,-0.5800000000000054,0.6999999999999957,-0.6999999999999957,0.6299999999999955,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.01822916666666652,0,1156.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,-0.24558044955044556,1,-2.510000000000005,,-34.689125000000004,2004-02,34.5,34.5,0.020184700688773264,0,0.007047730249767742,0,36.233246
2004-02-18,35.45,35.08,35.88,35.0,69.71,20040218.0,1099.0,93.439125,96.156395,85.216675,112.314018,99.108231,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,151.25,1.0,156.5,1.0,158.75,1.0,148.25,534.79,-0.45,85.88,84.91,86.01,84.56,1.01,,,,,,,36.16,2004-02-27,35.19,0.7100000000000009,-0.6299999999999955,1.0,-1.0,0.2600000000000051,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.00738846263142956,0,1151.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,31.25,0.016475996582241637,0,-0.9100000000000108,,0.4185030000000012,2004-02,34.5,34.5,0.017228278129076458,0,0.007795389005576643,0,36.22034
2004-02-19,36.0,35.4,36.1,35.2,50.13,20040219.0,1229.0,132.071442,139.726044,116.545326,113.343109,104.68692,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,147.25,1.0,151.25,1.0,158.5,1.0,145.25,645.78,-0.35,85.95,85.73,86.24,85.69,0.08,,,,,,,36.86,2004-03-01,35.45,0.37000000000000455,-0.2600000000000051,0.8800000000000026,-0.8800000000000026,0.5499999999999972,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.015514809590973178,0,1147.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,25.25,0.41344904503333035,1,-0.8900000000000006,,10.223358999999988,2004-02,34.5,34.5,0.016798224387082714,0,0.006033366359210004,0,36.22034
2004-02-20,35.6,35.8,36.1,35.05,60.94,20040220.0,1153.0,77.570969,80.19635,62.113701,113.079926,98.361618,nan,0.388302,0.07088,0.305094,0.496163,0.135597,2.816728,0.024654,963,1120,1.0,143.75,1.0,146.75,1.0,151.0,1.0,137.75,686.76,-0.31,87.24,85.64,87.41,85.59,1.5,,,,,,,36.66,2004-03-02,36.0,0.6000000000000014,-0.5499999999999972,0.8999999999999986,-0.8999999999999986,-0.3999999999999986,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.011111111111111072,0,1143.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,18.25,-0.412659028891348,1,0.3399999999999892,,-14.353606999999997,2004-02,34.5,34.5,0.010992766819664839,0,0.005979689740329423,0,36.15487
